2023-09-07 14:15:24,2023-09-07 14:39:05
27674108,MSI 알파 17 C7VG-R9 QHD 32GB램,"SSD 1TB_2,416,860|SSD 2TB_2,549,000|SSD 512GB + SSD 1TB_2,488,550|SSD 2TB + SSD 1TB_2,649,000"
27674249,MSI 알파 17 C7VG-R9 QHD 64GB램,"SSD 1TB_2,548,640|SSD 2TB_2,649,850|SSD 2TB + SSD 1TB_2,725,990"
27674282,MSI 알파 17 C7VG-R9 QHD WIN11,"SSD 1TB_2,395,990|SSD 2TB_2,594,050|SSD 512GB + SSD 1TB_2,435,340"
27674177,MSI 알파 17 C7VG-R9 QHD WIN11 32GB램,"SSD 1TB_2,483,330|SSD 2TB_2,562,860|SSD 512GB + SSD 1TB_2,509,020|SSD 2TB + SSD 1TB_2,697,790"
27674234,MSI 알파 17 C7VG-R9 QHD WIN11 64GB램,"SSD 1TB_2,550,580|SSD 2TB_2,742,950|SSD 2TB + SSD 1TB_2,866,990"
16814066,MSI 크로스헤어 15 B12UGSZ,"SSD 512GB_1,834,200|SSD 1TB_1,975,180|SSD 2TB_2,040,250"
17020595,MSI 크로스헤어 17 B12UGSZ,"SSD 512GB_1,740,130|SSD 1TB_1,770,000|SSD 2TB_1,850,000|SSD 512GB + SSD 512GB_1,757,800|SSD 1TB + SSD 512GB_1,790,000|SSD 2TB + SSD 512GB_1,950,000"
17192585,MSI 크로스헤어 17 B12UGSZ 32GB램,"SSD 512GB_1,825,000|SSD 1TB_1,850,000|SSD 2TB_2,046,390"
17467868,MSI 크로스헤어 17 B12UGSZ 64GB램,"SSD 512GB_1,921,220|SSD 1TB_2,009,030|SSD 2TB_2,067,510"
17192570,MSI 크로스헤어 17 B12UGSZ WIN11,"SSD 512GB_1,790,000|SSD 1TB_1,811,360|SSD 2TB_1,890,000|SSD 500GB + SSD 512GB_1,900,000|SSD 1TB + SSD 512GB_1,980,000|SSD 2TB + SSD 512GB_2,191,030"
17467448,MSI 크로스헤어 17 B12UGSZ WIN11 32GB램,"SSD 512GB_1,838,380|SSD 1TB_1,870,000|SSD 2TB_1,930,000"
17467940,MSI 크로스헤어 17 B12UGSZ WIN11 64GB램,"SSD 512GB_1,966,900|SSD 1TB_1,990,000|SSD 2TB_2,090,000"
16347383,MSI 크리에이터 M16 A12UC,"SSD 512GB_1,335,770|SSD 1TB_1,599,990|SSD 2TB_1,932,200"
16441136,MSI 크리에이터 M16 A12UC WIN10,"SSD 512GB_1,489,990|SSD 1TB_1,890,000|SSD 2TB_2,070,000"
17523845,MSI 크리에이터 M16 A12UC WIN11,"SSD 512GB_1,490,000|SSD 1TB_1,790,000|SSD 2TB_1,650,000"
17523776,MSI 크리에이터 M16 A12UC WIN11 32GB램,"SSD 512GB_1,472,000|SSD 1TB_1,697,400"
19955165,MSI 크리에이터 M16 B12VE,"SSD 512GB_1,198,990|SSD 1TB_1,389,990|SSD 2TB_1,749,000|SSD 500GB + SSD 512GB_1,639,000|SSD 1TB + SSD 512GB_1,719,000|SSD 2TB + SSD 512GB_1,799,000"
19997855,MSI 크리에이터 M16 B12VE 32GB램,"SSD 512GB_1,709,000|SSD 1TB_1,765,000|SSD 2TB_1,855,000"
19998062,MSI 크리에이터 M16 B12VE 64GB램,"SSD 512GB_1,849,000|SSD 1TB_1,880,000|SSD 2TB_2,045,430"
19998236,MSI 크리에이터 M16 B12VE WIN11,"SSD 512GB_1,440,490|SSD 1TB_1,666,990|SSD 2TB_1,849,000"
19997897,MSI 크리에이터 M16 B12VE WIN11 32GB램,"SSD 512GB_1,456,820|SSD 1TB_1,551,950|SSD 2TB_1,879,990"
19998035,MSI 크리에이터 M16 B12VE WIN11 64GB램,"SSD 512GB_1,789,490|SSD 1TB_1,925,110|SSD 2TB_2,091,490"
20534627,MSI 크리에이터 M16 B13VF-i9,"SSD 1TB_1,697,960|SSD 2TB_1,864,570|SSD 2TB + SSD 1TB_1,936,400"
21195407,MSI 크리에이터 M16 B13VF-i9 32GB램,"SSD 1TB_1,917,570|SSD 2TB_1,873,120|SSD 2TB + SSD 1TB_2,067,030"
21195497,MSI 크리에이터 M16 B13VF-i9 64GB램,"SSD 1TB_2,049,190|SSD 2TB_2,199,000|SSD 2TB + SSD 1TB_2,249,000"
21195326,MSI 크리에이터 M16 B13VF-i9 WIN11,"SSD 1TB_1,861,190|SSD 2TB_2,049,000|SSD 2TB + SSD 1TB_1,983,400"
21195419,MSI 크리에이터 M16 B13VF-i9 WIN11 32GB램,"SSD 1TB_1,852,300|SSD 2TB_2,067,970|SSD 2TB + SSD 1TB_2,086,790"
21195482,MSI 크리에이터 M16 B13VF-i9 WIN11 64GB램,"SSD 1TB_2,009,780|SSD 2TB_2,259,000|SSD 2TB + SSD 1TB_2,346,000"
15127697,MSI 크리에이터 Z16 A11UE WIN10,"SSD 512GB_1,640,000|SSD 1TB_1,720,000|SSD 2TB_2,080,000|SSD 500GB +SSD 512GB_1,830,000|SSD 1TB +SSD 512GB_1,930,000|SSD 2TB +SSD 512GB_2,840,000"
19410134,MSI 크리에이터 Z16 HX Studio B13VFTO-i9,"SSD 1TB_2,891,840|SSD 2TB_3,108,680"
19530011,MSI 크리에이터 Z16 HX Studio B13VFTO-i9 32GB램,"SSD 1TB_3,158,990|SSD 2TB_3,258,990"
19530065,MSI 크리에이터 Z16 HX Studio B13VFTO-i9 64GB램,"SSD 1TB_3,308,990|SSD 2TB_3,408,990"
19507034,MSI 크리에이터 Z16 HX Studio B13VFTO-i9 WIN11,"SSD 1TB_3,138,650|SSD 2TB_3,232,650"
19507118,MSI 크리에이터 Z16 HX Studio B13VFTO-i9 WIN11 32GB램,"SSD 1TB_3,208,990|SSD 2TB_3,308,990"
19507148,MSI 크리에이터 Z16 HX Studio B13VFTO-i9 WIN11 64GB램,"SSD 1TB_3,358,990|SSD 2TB_3,458,250"
19410299,MSI 크리에이터 Z16 HX Studio B13VGTO-i9 W11,"SSD 1TB_3,607,280|SSD 2TB_3,907,570"
19507358,MSI 크리에이터 Z16 HX Studio B13VGTO-i9 W11 64GB램,"SSD 1TB_3,926,370|SSD 2TB_4,029,770"
16783034,MSI 크리에이터 Z17 A12UGST W11,"SSD 1TB_2,288,500|SSD 2TB_2,373,500|SSD 1TB + SSD 1TB_2,359,270|SSD 2TB + SSD 1TB_2,455,000"
17380727,MSI 크리에이터 Z17 A12UGST W11 64GB램,"SSD 1TB_2,479,000|SSD 2TB_2,529,000|SSD 2TB + SSD 1TB_2,791,790"
17221580,MSI 크리에이터 Z17 A12UHST-i9 W11,"SSD 1TB_5,180,000|SSD 2TB_5,660,000"
20399453,MSI 크리에이터 Z17 HX Studio A13VFT,"SSD 1TB_2,980,000|SSD 2TB_3,195,990"
20443082,MSI 크리에이터 Z17 HX Studio A13VFT 32GB램,"SSD 1TB_3,153,690|SSD 2TB_3,266,490"
20443067,MSI 크리에이터 Z17 HX Studio A13VFT 64GB램,"SSD 1TB_3,308,790|SSD 2TB_3,440,390"
20442962,MSI 크리에이터 Z17 HX Studio A13VFT WIN11,"SSD 1TB_3,116,090|SSD 2TB_3,214,790"
20443007,MSI 크리에이터 Z17 HX Studio A13VFT WIN11 32GB램,"SSD 1TB_3,167,790|SSD 2TB_3,393,390"
20443037,MSI 크리에이터 Z17 HX Studio A13VFT WIN11 64GB램,"SSD 1TB_3,390,000|SSD 2TB_3,490,000"
20500847,MSI 크리에이터 Z17 HX Studio A13VFT-i9,"SSD 1TB_3,198,780|SSD 2TB_3,346,400|SSD 2TB + SSD 1TB_3,412,200"
21128471,MSI 크리에이터 Z17 HX Studio A13VFT-i9 32GB램,"SSD 1TB_3,290,000|SSD 2TB_3,421,600"
21132938,MSI 크리에이터 Z17 HX Studio A13VFT-i9 64GB램,"SSD 1TB_3,421,600|SSD 2TB_3,496,800"
21117554,MSI 크리에이터 Z17 HX Studio A13VFT-i9 WIN11,"SSD 1TB_3,290,000|SSD 2TB_3,402,800|SSD 2TB + SSD 1TB_3,459,200"
21129179,MSI 크리에이터 Z17 HX Studio A13VFT-i9 WIN11 32GB램,"SSD 1TB_3,346,400|SSD 2TB_3,515,600"
21132470,MSI 크리에이터 Z17 HX Studio A13VFT-i9 WIN11 64GB램,"SSD 1TB_3,487,400|SSD 2TB_3,628,400"
20534177,MSI 크리에이터 Z17 HX Studio A13VGT,"SSD 1TB_3,327,890|SSD 2TB_3,550,000"
21520655,MSI 크리에이터 Z17 HX Studio A13VGT 64GB램,"SSD 1TB_3,600,200|SSD 2TB_3,722,400"
21520547,MSI 크리에이터 Z17 HX Studio A13VGT WIN11,"SSD 1TB_3,530,000|SSD 2TB_3,647,200"
21520595,MSI 크리에이터 Z17 HX Studio A13VGT WIN11 64GB램,"SSD 1TB_3,675,400|SSD 2TB_3,788,200"
20399336,MSI 크리에이터 Z17 HX Studio A13VGT-i9 W11,"SSD 1TB_3,824,860|SSD 2TB_4,023,190"
20443586,MSI 크리에이터 Z17 HX Studio A13VGT-i9 W11 64GB램,"SSD 1TB_4,060,790|SSD 2TB_4,161,370"
19356056,MSI 프레스티지 13 Evo A13M W11,"SSD 1TB_1,693,770|SSD 2TB_1,968,990"
16611911,MSI 프레스티지 15 A12UC,"SSD 512GB_1,398,990|SSD 1TB_1,398,900|SSD 2TB_1,698,990|SSD 512GB + SSD 512GB_1,499,000|SSD 1TB + SSD 512GB_1,599,000"
17482625,MSI 프레스티지 15 A12UC 4K,"SSD 512GB_1,548,500|SSD 1TB_1,618,940|SSD 2TB_1,697,480|SSD 512GB + SSD 512GB_1,648,990|SSD 1TB + SSD 512GB_1,698,990"
17532038,MSI 프레스티지 15 A12UC 4K WIN11,"SSD 512GB_1,634,750|SSD 1TB_1,657,230|SSD 2TB_1,718,400|SSD 512GB + SSD 512GB_1,890,000"
16851992,MSI 프레스티지 15 A12UC WIN11,"SSD 512GB_1,396,410|SSD 1TB_1,675,000|SSD 2TB_1,809,000|SSD 512GB + SSD 512GB_1,811,590|SSD 1TB + SSD 512GB_1,748,000|SSD 2TB + SSD 512GB_1,969,000"
17954987,MSI 프레스티지 16 A12UD,"SSD 512GB_1,788,420|SSD 1TB_1,832,580|SSD 2TB_2,210,000|SSD 512GB + SSD 512GB_2,090,000"
17973857,MSI 프레스티지 16 A12UD WIN11,"SSD 512GB_1,828,020|SSD 1TB_2,150,000|SSD 2TB_2,280,000|SSD 512GB + SSD 512GB_2,220,000"
19356302,MSI 프레스티지 16 Evo A13M W11,"SSD 1TB_1,838,580|SSD 2TB_2,138,990"
19530875,MSI 프레스티지 16 Studio A13VF Mini LED,"SSD 1TB_2,323,240|SSD 2TB_2,637,830"
19601369,MSI 프레스티지 16 Studio A13VF Mini LED WIN11,"SSD 1TB_2,512,230|SSD 2TB_2,990,000"
18313829,Microsoft 서피스 프로9 5G 16GB램 기업용,"SSD 256GB_2,244,500|펜 포함, SSD 256GB_3,026,690|키보드 포함, SSD 256GB_3,126,690|키보드/펜 포함, SSD 256GB_3,093,440|SSD 512GB_2,641,790|키보드/펜 포함, SSD 512GB_3,511,860|키보드 포함, SSD 512GB_3,576,690|"
16922039,Razer Blade 14 R9 Zen4 R3070Ti QHD,"SSD 1TB_2,990,000"
18561167,Razer Blade 14 R9 Zen4 R3070Ti QHD Mercury,"SSD 1TB_2,298,990"
16922087,Razer Blade 14 R9 Zen4 R3080Ti QHD,"SSD 1TB_3,499,000"
20815601,Razer Blade 14 R9 Zen4 R4060 QHD,"SSD 1TB_3,500,950|SSD 2TB_3,638,990"
20817038,Razer Blade 14 R9 Zen4 R4070 QHD,"SSD 1TB_3,956,000|SSD 2TB_4,098,990"
20818610,Razer Blade 14 R9 Zen4 R4070 QHD Mercury,"SSD 1TB_3,956,000|SSD 2TB_4,099,000"
16791425,Razer Blade 15 Advanced 12Gen R3060 QHD,"SSD 1TB_1,999,000"
16823873,Razer Blade 15 Advanced 12Gen R3070Ti FHD,"SSD 1TB_2,589,000"
16823954,Razer Blade 15 Advanced 12Gen R3070Ti QHD,"SSD 1TB_2,588,990"
17751722,Razer Blade 15 Advanced 12Gen R3070Ti QHD OLED,"SSD 1TB_3,054,210"
16824164,Razer Blade 15 Advanced 12Gen R3080Ti 4K,"SSD 1TB_4,199,000"
16824011,Razer Blade 15 Advanced 12Gen R3080Ti FHD,"SSD 1TB_3,739,000"
19628753,Razer Blade 15 Advanced 13Gen R4060 QHD,"SSD 1TB_3,650,330|SSD 2TB_3,749,240"
19628831,Razer Blade 15 Advanced 13Gen R4070 QHD,"SSD 1TB_4,046,020|SSD 2TB_4,144,950"
19260674,Razer Blade 16 13Gen R4060 QHD,"SSD 1TB_3,947,100"
19261442,Razer Blade 16 13Gen R4070 4K Dual,"SSD 1TB_4,889,990"
19260788,Razer Blade 16 13Gen R4070 QHD,"SSD 1TB_4,389,990"
20610083,Razer Blade 16 13Gen R4080 4K Dual Mercury,"SSD 1TB_5,590,000"
19261106,Razer Blade 16 13Gen R4080 QHD,"SSD 1TB_5,289,990|SSD 2TB_5,214,960|SSD 250GB + SSD 1TB_5,177,240|SSD 500GB + SSD 1TB_5,214,040|SSD 1TB + SSD 1TB_5,250,840|SSD 2TB + SSD 1TB_5,269,240"
19261556,Razer Blade 16 13Gen R4090 4K Dual,"SSD 1TB + SSD 1TB_6,390,000"
19262255,Razer Blade 18 13Gen R4070 QHD,"SSD 1TB_4,686,680|SSD 2TB_4,633,900|SSD 250GB + SSD 1TB_4,596,190|SSD 500GB + SSD 1TB_4,632,990|SSD 1TB + SSD 1TB_4,669,790|SSD 2TB + SSD 1TB_4,688,190"
19262324,Razer Blade 18 13Gen R4080 QHD,"SSD 1TB_5,590,000"
19262423,Razer Blade 18 13Gen R4090 QHD,"SSD 1TB + SSD 1TB_6,589,990"
20609633,Razer Blade 18 13Gen R4090 QHD Mercury,"SSD 1TB + SSD 1TB_6,589,990"
17116070,Razer Blade Pro 17 12Gen R3060 QHD,"SSD 1TB_2,269,000"
17116265,Razer Blade Pro 17 12Gen R3070Ti FHD,"SSD 1TB_2,988,990|SSD 2TB_2,986,610|SSD 500GB + SSD 1TB_2,985,690|SSD 1TB + SSD 1TB_3,022,490|SSD 2TB + SSD 1TB_3,040,890"
17116553,Razer Blade Pro 17 12Gen R3080Ti FHD,"SSD 1TB_3,543,650|SSD 2TB_4,129,350|SSD 500GB + SSD 1TB_4,128,430|SSD 1TB + SSD 1TB_4,165,230|SSD 2TB + SSD 1TB_4,183,630"
17116637,Razer Blade Pro 17 12Gen R3080Ti QHD,"SSD 1TB_3,543,650|SSD 2TB_4,129,350|SSD 500GB + SSD 1TB_4,128,430|SSD 1TB + SSD 1TB_4,165,230|SSD 2TB + SSD 1TB_4,183,630"
17238443,Razer Book 13 11Gen G2 UHD Mercury,"SSD 1TB_1,749,000"
28086341,레노버 LEGION 5i Pro 16IAH I7 3050Ti WIN11,"SSD 512GB_1,888,000"
18770054,레노버 LEGION 5i Pro 16IAH I7 3060 W11P 32GB램,"SSD 1TB_1,999,000|SSD 2TB_2,149,000|SSD 1TB + SSD 1TB_2,119,000|SSD 2TB + SSD 2TB_2,369,000"
28026320,레노버 LEGION 5i Pro 16IAH I7 3070Ti Edition WIN11,"SSD 512GB_2,488,000"
28026173,레노버 LEGION 5i Pro 16IAH I9 3070Ti Plus WIN11,"SSD 512GB_2,887,970"
28029476,레노버 LEGION Pro 5i 16IRX i9 4060 WIN11,"SSD 1TB_2,400,000|SSD 512GB + SSD 1TB_2,450,000|SSD 1TB + SSD 1TB_2,538,900"
19121432,레노버 LEGION Pro 5i 16IRX i9 4070 Plus,"SSD 1TB_2,768,240|SSD 2TB_2,718,990|SSD 4TB_2,918,990|SSD 2TB + SSD 2TB_2,918,990|SSD 4TB + SSD 4TB_3,348,990"
18951782,레노버 LEGION Pro 7i 16IRX i9 4080 Plus W11,"SSD 1TB_3,954,600|SSD 2TB_4,098,990|SSD 4TB_4,348,990|SSD 2TB + SSD 2TB_4,338,990|SSD 4TB + SSD 4TB_4,798,990"
27988187,레노버 LEGION Pro 7i 16IRX i9 4080 Plus WIN11,"SSD 1TB_4,045,090|SSD 500GB + SSD 1TB_4,104,090|SSD 1TB + SSD 1TB_4,093,500"
19265429,레노버 LEGION Pro 7i 16IRX i9 4090 Plus W11,"SSD 1TB_4,475,401|SSD 2TB_4,749,000|SSD 500GB + SSD 1TB_7,885,900|SSD 1TB + SSD 1TB_4,799,000|SSD 2TB + SSD 1TB_4,899,000|SSD 2TB + SSD 2TB_4,999,000"
20501879,레노버 LOQ 16IRH i7 4060,"SSD 512GB_1,376,430|SSD 1TB_1,499,000|SSD 2TB_1,563,080"
13726622,레노버 V15 Gen2 82KD000UKR,"SSD 256GB_495,000|SSD 500GB_548,990|SSD 1TB_578,990|500GB + SSD 256GB_690,000|1TB + SSD 256GB_690,000|500GB + SSD 500GB_740,000|1TB + SSD 500GB_740,000||"
13726703,레노버 V15 Gen2 82KD000VKR,"SSD 256GB_599,000|SSD 500GB_649,000|SSD 1TB_699,000|500GB + SSD 256GB_690,000|1TB + SSD 256GB_710,000|500GB + SSD 500GB_750,000|1TB + SSD 500GB_770,000||"
13726766,레노버 V15 Gen2 82KD000WKR,"SSD 256GB_500,000|SSD 500GB_522,790|SSD 1TB_539,000|SSD 2TB_600,170|1TB + SSD 256GB_1,019,000|SSD 250GB + SSD 256GB_518,610|SSD 500GB + SSD 256GB_540,570||||"
17251811,레노버 V15 Gen3 ABA 82TV0001KR,"SSD 256GB_559,000|SSD 512GB_508,640|SSD 1TB_524,830|SSD 2TB_647,000|SSD 256GB + SSD 256GB_420,000"
18576248,레노버 V15 Gen3 ABA 82TV002WKR,"SSD 256GB_765,000|SSD 512GB_790,000|SSD 1TB_890,000"
18576188,레노버 V15 Gen3 ABA 82TV002XKR,"SSD 256GB_625,000|SSD 512GB_740,000|SSD 1TB_885,000"
18576068,레노버 V15 Gen3 ABA 82TV002YKR,"SSD 256GB_558,990|SSD 512GB_609,000|SSD 1TB_649,000"
27989480,레노버 V15 Gen3 ABA 82TV002YKR 12GB램,"SSD 256GB_609,000|SSD 512GB_659,000|SSD 1TB_699,000"
27989327,레노버 V15 Gen3 ABA 82TV002YKR 8GB램,"SSD 256GB_579,000|SSD 512GB_629,000|SSD 1TB_669,000"
18575975,레노버 V15 Gen3 ABA 82TV0030KR,"SSD 256GB_580,000|SSD 512GB_647,990|SSD 1TB_1,090,000|SSD 500GB + SSD 256GB_657,990"
18593180,레노버 V15 Gen3 ABA 82TV0030KR 8GB램,"SSD 256GB_618,990|SSD 512GB_890,000|SSD 1TB_990,000"
18440858,레노버 V15 Gen3 IAP 82TT007PKR 12GB램,"SSD 256GB_432,400|SSD 500GB_497,000|SSD 1TB_519,000"
18077537,레노버 V15 Gen3 IAP 82TT007PKR WIN11 8GB램,"SSD 256GB_445,000|SSD 512GB_494,000|SSD 1TB_514,000"
27992909,레노버 V15 Gen4 AMN 82YU000BKR WIN11,"SSD 256GB_738,000"
28060373,레노버 V15 Gen4 IRU 83A10001KR 16GB램,"SSD 256GB_770,800|SSD 512GB_817,800|SSD 1TB_874,000|SSD 2TB_992,680"
28060433,레노버 V15 Gen4 IRU 83A10001KR 24GB램,"SSD 256GB_864,800|SSD 512GB_910,800|SSD 1TB_948,520|SSD 2TB_1,011,080"
28060490,레노버 V15 Gen4 IRU 83A10001KR 40GB램,"SSD 256GB_901,600|SSD 512GB_990,000|SSD 1TB_975,200|SSD 2TB_1,065,360"
28061978,레노버 V15 Gen4 IRU 83A10001KR WIN11,"SSD 256GB_761,400|SSD 512GB_808,400|SSD 1TB_883,200|SSD 2TB_975,200"
28062230,레노버 V15 Gen4 IRU 83A10001KR WIN11 16GB램,"SSD 256GB_864,800|SSD 512GB_855,400|SSD 1TB_921,200|SSD 2TB_1,032,240"
28062344,레노버 V15 Gen4 IRU 83A10001KR WIN11 24GB램,"SSD 256GB_910,800|SSD 512GB_955,880|SSD 1TB_988,080|SSD 2TB_1,051,560"
28062404,레노버 V15 Gen4 IRU 83A10001KR WIN11 40GB램,"SSD 256GB_977,600|SSD 1TB_1,034,000|SSD 2TB_1,118,600"
17369108,레노버 씽크북 14s Yoga Gen2 IAP 21DM000LKR,"SSD 512GB_1,199,000|SSD 1TB + SSD 512GB_1,324,000"
28086158,레노버 씽크북 14s Yoga Gen2 IAP 21DM000LKR 24GB램,"SSD 512GB_1,227,000|SSD 1TB + SSD 512GB_1,352,000"
17369174,레노버 씽크북 14s Yoga Gen2 IAP 21DM000MKR,"SSD 512GB_1,349,000|SSD 1TB + SSD 512GB_1,474,000"
28085843,레노버 씽크북 14s Yoga Gen2 IAP 21DM000MKR 24GB램,"SSD 512GB_1,377,000|SSD 1TB + SSD 512GB_1,502,000"
17066375,레노버 씽크북 15 Gen3 ACL-21A4A032KR 16GB램,"SSD 256GB_518,000|SSD 512GB_589,000|SSD 1TB_649,000|SSD 1TB + SSD 256GB_910,000|SSD 1TB + SSD 512GB_970,000|SSD 1TB + SSD 1TB_1,030,000"
28079438,레노버 씽크북 15 Gen4 IAP 21DJ00C0KR WIN11,"SSD 512GB_1,078,000|SSD 512GB + SSD 512GB_1,143,900|SSD 1TB + SSD 512GB_1,203,000"
17368193,레노버 씽크북 15 Gen4 IAP 21DJ00C1KR,"SSD 256GB_828,990|SSD 512GB + SSD 256GB_894,890|SSD 1TB + SSD 256GB_953,990"
28085612,레노버 씽크북 15 Gen4 IAP 21DJ00C1KR 16GB램,"SSD 256GB_856,990|SSD 512GB + SSD 256GB_922,890|SSD 1TB + SSD 256GB_981,990"
27987833,레노버 씽크북 15 Gen4 IAP 21DJ00C3KR 16GB램,"SSD 256GB_557,000|SSD 500GB + SSD 256GB_665,000|SSD 1TB + SSD 256GB_682,000"
27987785,레노버 씽크북 15 Gen4 IAP 21DJ00C3KR WIN11,"SSD 256GB_718,000|SSD 500GB + SSD 256GB_783,000|SSD 1TB + SSD 256GB_843,000"
27987815,레노버 씽크북 15 Gen4 IAP 21DJ00C3KR WIN11 16GB램,"SSD 256GB_746,000|SSD 500GB + SSD 256GB_811,000|SSD 1TB + SSD 256GB_871,000"
28026401,레노버 씽크북 16 Gen4+IAP 21CY005LKR WIN11,"SSD 256GB_1,059,610|SSD 512GB + SSD 256GB_1,200,000|SSD 1TB + SSD 256GB_921,930"
27987533,레노버 씽크패드 E14 Gen4 21E300FBKR 16GB램,"SSD 256GB_1,177,000"
27987509,레노버 씽크패드 E15 Gen4 21E6S00000 16GB램,"SSD 256GB_1,026,990"
28026521,레노버 씽크패드 E15 Gen4 21E6S00200 WIN11,"SSD 256GB_1,088,000"
28026590,레노버 씽크패드 E15 Gen4 21E6S00200 WIN11 16GB램,"SSD 256GB_1,116,000"
27987479,레노버 씽크패드 E15 Gen4 21E6S00J00 WIN11,"SSD 256GB_1,337,990"
16845872,레노버 씽크패드 E15 Gen4 21ED004EKD,"SSD 256GB_628,990|SSD 500GB_553,740|SSD 1TB_577,010|SSD 2TB_648,460"
18208313,레노버 씽크패드 E15 Gen4 21ED004EKD WIN11 16GB램,"SSD 256GB_567,750|SSD 512GB_595,950|SSD 1TB_610,990|SSD 2TB_695,590"
28026854,레노버 씽크패드 L14 Gen3 21C5S00500 16GB램,"SSD 256GB_807,000"
28026803,레노버 씽크패드 L14 Gen3 21C5S00500 WIN11,"SSD 256GB_968,000"
28026878,레노버 씽크패드 L14 Gen3 21C5S00500 WIN11 16GB램,"SSD 256GB_996,000"
28024391,레노버 씽크패드 L14 Gen4 21H5S00600 16GB램,"SSD 256GB_1,199,020|SSD 512GB_1,190,000|SSD 1TB_1,230,000|SSD 2TB_1,280,000"
28024535,레노버 씽크패드 L14 Gen4 21H5S00600 32GB램,"SSD 256GB_1,247,020|SSD 512GB_1,280,000|SSD 1TB_1,350,000|SSD 2TB_1,390,000"
28024676,레노버 씽크패드 L14 Gen4 21H5S00600 64GB램,"SSD 256GB_1,343,020|SSD 512GB_1,380,000|SSD 1TB_1,450,000|SSD 2TB_1,490,000"
28025813,레노버 씽크패드 L14 Gen4 21H5S00600 WIN11,"SSD 256GB_1,227,820|SSD 512GB_1,180,000|SSD 1TB_1,230,000|SSD 2TB_1,280,000"
28025978,레노버 씽크패드 L14 Gen4 21H5S00600 WIN11 16GB램,"SSD 256GB_1,256,620|SSD 512GB_1,220,000|SSD 1TB_1,260,000|SSD 2TB_1,310,000"
28026134,레노버 씽크패드 L14 Gen4 21H5S00600 WIN11 32GB램,"SSD 256GB_1,304,620|SSD 512GB_1,270,000|SSD 1TB_1,310,000|SSD 2TB_1,360,000"
28026299,레노버 씽크패드 L14 Gen4 21H5S00600 WIN11 64GB램,"SSD 256GB_1,400,620|SSD 512GB_1,360,000|SSD 1TB_1,400,000|SSD 2TB_1,450,000"
28059185,레노버 씽크패드 L14 Gen4 21H5S00B00 16GB램,"SSD 256GB_1,038,680"
28059221,레노버 씽크패드 L14 Gen4 21H5S00B00 32GB램,"SSD 256GB_1,075,480"
28059317,레노버 씽크패드 L14 Gen4 21H5S00B00 64GB램,"SSD 256GB_1,176,680"
28059380,레노버 씽크패드 L14 Gen4 21H5S00B00 WIN11,"SSD 256GB_1,840,000"
28059407,레노버 씽크패드 L14 Gen4 21H5S00B00 WIN11 16GB램,"SSD 256GB_1,840,000"
28059416,레노버 씽크패드 L14 Gen4 21H5S00B00 WIN11 32GB램,"SSD 256GB_1,840,000"
28059428,레노버 씽크패드 L14 Gen4 21H5S00B00 WIN11 64GB램,"SSD 256GB_1,840,000"
16971239,레노버 씽크패드 T14 Gen2 20XKS06G00,"SSD 256GB_1,349,000|SSD 500GB_1,428,000|리퍼비시_1,109,000"
17625083,레노버 씽크패드 T14 Gen3 21CFS00H00,"SSD 256GB_1,161,170|SSD 500GB_1,500,000"
17625215,레노버 씽크패드 T14 Gen3 21CFS00J00,"SSD 256GB_1,440,000|SSD 500GB_1,559,000"
17625395,레노버 씽크패드 T14 Gen3 21CFS00L00,"SSD 256GB_1,690,000|SSD 500GB_1,949,000"
16742885,레노버 씽크패드 T14s Gen2 20XFS02400,"SSD 256GB_1,470,000|SSD 512GB_1,520,000|SSD 1TB_1,570,000"
17567228,레노버 씽크패드 T14s Gen3 21BR001YKR,"SSD 256GB_1,840,000|SSD 500GB_1,928,000"
17567456,레노버 씽크패드 T14s Gen3 21BR0021KR,"SSD 256GB_1,690,000|SSD 500GB_1,800,000"
17567510,레노버 씽크패드 T14s Gen3 21BR0022KR,"SSD 256GB_1,590,000|SSD 500GB_1,610,110|리퍼비시_1,167,000"
17627903,레노버 씽크패드 T14s Gen3 21CQ0007KR,"SSD 256GB_1,548,990"
17627837,레노버 씽크패드 T14s Gen3 21CQ0009KR,"SSD 256GB_1,349,000"
11758964,레노버 씽크패드 T14s-20T00001KR,"SSD 256GB_841,050"
17015507,레노버 씽크패드 T15 Gen2 20W4S0SC00,"SSD 512GB_1,690,000"
17467880,레노버 씽크패드 T16 Gen1 21BVS00700,"SSD 256GB_1,540,000|SSD 500GB_1,570,000|SSD 1TB_1,630,000"
17489702,레노버 씽크패드 T16 Gen1 21BVS00M00,"SSD 512GB_1,890,000|SSD 1TB_1,975,000"
27991544,레노버 씽크패드 T16 Gen1 21BVS00Q00 32GB램,"SSD 512GB_2,187,310"
17489429,레노버 씽크패드 T16 Gen1 21BVS00T00,"SSD 256GB_1,690,000|SSD 500GB_1,802,170|SSD 1TB_1,853,690|리퍼비시_1,241,000"
17606501,레노버 씽크패드 T16 Gen1 21CHS00A00,"SSD 256GB_1,368,670|SSD 500GB_1,760,000|SSD 1TB_1,769,000"
13571456,레노버 씽크패드 X1 FOLD 20RKS02800,"SSD 256GB_1,449,000"
14925020,레노버 씽크패드 X1 FOLD 20RKS03700,"SSD 256GB_1,649,000"
